Elapsed_Time_s,UTC_Time,UTC_Time_ms,GPS_Speed_kmh,GPS_Latitude,GPS_Longitude,GPS_Accuracy_m,GPS_Measurement_UTC_ms,GPS_Data_Age_s,IMU_Accel_X_Raw,IMU_Accel_Y_Raw,IMU_Accel_Z_Raw,IMU_Data_Age_s,Longitudinal_Acceleration_Raw,Longitudinal_Acceleration_Filtered,Acceleration_Source,Actual_Speed_kmh,Actual_Acceleration,Reference_Speed_kmh,Reference_Acceleration,Speed_Error_kmh,Acceleration_Error,Reference_Time_s,Reference_Distance_m,Actual_Distance_m,Distance_Error_m,Cycle_ID,Lap,Segment_ID,Phase,Driver_Command,Next_Phase,Time_To_Next_Phase_s,Within_Speed_Tolerance,Within_Acceleration_Tolerance,Quality_Flags,Simulated
62.8,2026-09-24T13:07:26.706Z,1790255246706,49.903,57.708226,11.983657,4,1790255245906,0.8,-0.054901,-0.290775,9.796561,0,-0.3241,-0.2775,IMU,49.346,-0.2775,47.552,-0.6,-1.794,-0.3225,57.8,557.02,542.9,-14.12,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,8.13,0,0,SIM,1
62.9,2026-09-24T13:07:26.806Z,1790255246806,49.903,57.708226,11.983657,4,1790255245906,0.9,-0.112408,-0.342582,9.861771,0,-0.3856,-0.296,IMU,49.243,-0.296,47.336,-0.6,-1.907,-0.304,57.9,558.34,542.9,-15.44,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,8.03,0,0,SIM,1
63,2026-09-24T13:07:26.906Z,1790255246906,49.53,57.7082,11.983883,4,1790255246906,0,-0.088827,-0.276585,9.75793,0,-0.3162,-0.3063,IMU,49.53,-0.3063,47.12,-0.6,-2.41,-0.2937,58,559.65,556.71,-2.94,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.93,0,0,SIM,1
63.1,2026-09-24T13:07:27.006Z,1790255247006,49.53,57.7082,11.983883,4,1790255246906,0.1,-0.069943,-0.282054,9.825912,0,-0.3184,-0.3135,IMU,49.418,-0.3135,46.904,-0.6,-2.514,-0.2865,58.1,560.96,556.71,-4.25,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.83,0,0,SIM,1
63.2,2026-09-24T13:07:27.106Z,1790255247106,49.53,57.7082,11.983883,4,1790255246906,0.2,-0.009585,-0.361203,9.732204,0,-0.3851,-0.3284,IMU,49.302,-0.3284,46.688,-0.6,-2.614,-0.2716,58.2,562.26,556.71,-5.55,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.73,0,0,SIM,1
63.3,2026-09-24T13:07:27.206Z,1790255247206,49.53,57.7082,11.983883,4,1790255246906,0.3,-0.008913,-0.272697,9.834461,0,-0.2982,-0.3365,IMU,49.181,-0.3365,46.472,-0.6,-2.709,-0.2635,58.3,563.55,556.71,-6.84,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.63,0,0,SIM,1
63.4,2026-09-24T13:07:27.306Z,1790255247306,49.53,57.7082,11.983883,4,1790255246906,0.4,-0.040658,-0.336875,9.812453,0,-0.367,-0.3497,IMU,49.057,-0.3497,46.256,-0.6,-2.801,-0.2503,58.4,564.84,556.71,-8.13,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.53,0,0,SIM,1
63.5,2026-09-24T13:07:27.406Z,1790255247406,49.53,57.7082,11.983883,4,1790255246906,0.5,-0.060239,-0.334913,9.765747,0,-0.3684,-0.3578,IMU,48.929,-0.3578,46.04,-0.6,-2.889,-0.2422,58.5,566.12,556.71,-9.41,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.43,0,0,SIM,1
63.6,2026-09-24T13:07:27.506Z,1790255247506,49.53,57.7082,11.983883,4,1790255246906,0.6,-0.032456,-0.338054,9.832354,0,-0.3667,-0.3593,IMU,48.8,-0.3593,45.824,-0.6,-2.976,-0.2407,58.6,567.4,556.71,-10.69,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.33,0,0,SIM,1
63.7,2026-09-24T13:07:27.606Z,1790255247606,49.53,57.7082,11.983883,4,1790255246906,0.7,-0.053302,-0.311044,9.861933,0,-0.344,-0.3589,IMU,48.67,-0.3589,45.608,-0.6,-3.062,-0.2411,58.7,568.67,556.71,-11.96,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.23,0,0,SIM,1
63.8,2026-09-24T13:07:27.706Z,1790255247706,49.53,57.7082,11.983883,4,1790255246906,0.8,-0.090228,-0.432668,9.751745,0,-0.4699,-0.3729,IMU,48.538,-0.3729,45.392,-0.6,-3.146,-0.2271,58.8,569.93,556.71,-13.22,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.13,0,0,SIM,1
63.9,2026-09-24T13:07:27.806Z,1790255247806,49.53,57.7082,11.983883,4,1790255246906,0.9,-0.077972,-0.357997,9.832983,0,-0.3945,-0.3781,IMU,48.403,-0.3781,45.176,-0.6,-3.227,-0.2219,58.9,571.19,556.71,-14.48,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,7.03,0,0,SIM,1
64,2026-09-24T13:07:27.906Z,1790255247906,48.106,57.708173,11.984104,4,1790255247906,0,-0.111031,-0.34732,9.809327,0,-0.3899,-0.3795,IMU,48.106,-0.3795,44.96,-0.6,-3.146,-0.2205,59,572.44,570.27,-2.17,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.93,0,0,SIM,1
64.1,2026-09-24T13:07:28.006Z,1790255248006,48.106,57.708173,11.984104,4,1790255247906,0.1,-0.075241,-0.328216,9.806613,0,-0.3647,-0.3845,IMU,47.968,-0.3845,44.744,-0.6,-3.224,-0.2155,59.1,573.69,570.27,-3.41,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.83,0,0,SIM,1
64.2,2026-09-24T13:07:28.106Z,1790255248106,48.106,57.708173,11.984104,4,1790255247906,0.2,-0.061906,-0.291047,9.841038,0,-0.3258,-0.3764,IMU,47.83,-0.3764,44.528,-0.6,-3.302,-0.2236,59.2,574.93,570.27,-4.65,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.73,0,0,SIM,1
64.3,2026-09-24T13:07:28.206Z,1790255248206,48.106,57.708173,11.984104,4,1790255247906,0.3,-0.126448,-0.351001,9.81454,0,-0.3963,-0.3725,IMU,47.696,-0.3725,44.312,-0.6,-3.384,-0.2275,59.3,576.16,570.27,-5.89,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.63,0,0,SIM,1
64.4,2026-09-24T13:07:28.306Z,1790255248306,48.106,57.708173,11.984104,4,1790255247906,0.4,-0.066145,-0.314515,9.830252,0,-0.3496,-0.3775,IMU,47.56,-0.3775,44.096,-0.6,-3.464,-0.2225,59.4,577.39,570.27,-7.12,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.53,0,0,SIM,1
64.5,2026-09-24T13:07:28.406Z,1790255248406,48.106,57.708173,11.984104,4,1790255247906,0.5,-0.086716,-0.327183,9.825023,0,-0.3658,-0.3809,IMU,47.423,-0.3809,43.88,-0.6,-3.543,-0.2191,59.5,578.61,570.27,-8.34,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.43,0,0,SIM,1
64.6,2026-09-24T13:07:28.506Z,1790255248506,48.106,57.708173,11.984104,4,1790255247906,0.6,-0.030818,-0.360443,9.787035,0,-0.3883,-0.388,IMU,47.284,-0.388,43.664,-0.6,-3.62,-0.212,59.6,579.83,570.27,-9.55,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.33,0,0,SIM,1
64.7,2026-09-24T13:07:28.606Z,1790255248606,48.106,57.708173,11.984104,4,1790255247906,0.7,-0.071111,-0.31581,9.810761,0,-0.3517,-0.3834,IMU,47.145,-0.3834,43.448,-0.6,-3.697,-0.2166,59.7,581.04,570.27,-10.76,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.23,0,0,SIM,1
64.8,2026-09-24T13:07:28.706Z,1790255248706,48.106,57.708173,11.984104,4,1790255247906,0.8,-0.088831,-0.332035,9.807254,0,-0.3709,-0.385,IMU,47.006,-0.385,43.232,-0.6,-3.774,-0.215,59.8,582.24,570.27,-11.97,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.13,0,0,SIM,1
64.9,2026-09-24T13:07:28.806Z,1790255248806,48.106,57.708173,11.984104,4,1790255247906,0.9,-0.0373,-0.388034,9.768735,0,-0.4166,-0.3894,IMU,46.867,-0.3894,43.016,-0.6,-3.851,-0.2106,59.9,583.44,570.27,-13.17,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,6.03,0,0,SIM,1
65,2026-09-24T13:07:28.906Z,1790255248906,46.538,57.708147,11.984318,4,1790255248906,0,-0.032,-0.328096,9.804788,0,-0.3568,-0.3845,IMU,46.538,-0.3845,42.8,-0.6,-3.738,-0.2155,60,584.63,583.42,-1.21,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.93,0,0,SIM,1
65.1,2026-09-24T13:07:29.006Z,1790255249006,46.538,57.708147,11.984318,4,1790255248906,0.1,-0.081836,-0.34541,9.821063,0,-0.3828,-0.3869,IMU,46.399,-0.3869,42.584,-0.6,-3.815,-0.2131,60.1,585.82,583.42,-2.4,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.83,0,0,SIM,1
65.2,2026-09-24T13:07:29.106Z,1790255249106,46.538,57.708147,11.984318,4,1790255248906,0.2,-0.042492,-0.360613,9.816319,0,-0.3907,-0.3874,IMU,46.259,-0.3874,42.368,-0.6,-3.891,-0.2126,60.2,587,583.42,-3.58,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.73,0,0,SIM,1
65.3,2026-09-24T13:07:29.206Z,1790255249206,46.538,57.708147,11.984318,4,1790255248906,0.3,-0.067312,-0.336263,9.781677,0,-0.3711,-0.3909,IMU,46.119,-0.3909,42.152,-0.6,-3.967,-0.2091,60.3,588.17,583.42,-4.75,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.63,0,0,SIM,1
65.4,2026-09-24T13:07:29.306Z,1790255249306,46.538,57.708147,11.984318,4,1790255248906,0.4,-0.088018,-0.348935,9.793491,0,-0.3873,-0.3913,IMU,45.978,-0.3913,41.936,-0.6,-4.042,-0.2087,60.4,589.34,583.42,-5.92,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.53,0,0,SIM,1
65.5,2026-09-24T13:07:29.406Z,1790255249406,46.538,57.708147,11.984318,4,1790255248906,0.5,-0.025838,-0.305977,9.822801,0,-0.334,-0.3894,IMU,45.836,-0.3894,41.72,-0.6,-4.116,-0.2106,60.5,590.5,583.42,-7.08,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.43,0,0,SIM,1
65.6,2026-09-24T13:07:29.506Z,1790255249506,46.538,57.708147,11.984318,4,1790255248906,0.6,-0.106065,-0.338564,9.823522,0,-0.3804,-0.386,IMU,45.697,-0.386,41.504,-0.6,-4.193,-0.214,60.6,591.65,583.42,-8.24,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.33,0,0,SIM,1
65.7,2026-09-24T13:07:29.606Z,1790255249606,46.538,57.708147,11.984318,4,1790255248906,0.7,-0.039082,-0.332743,9.843422,0,-0.3627,-0.3803,IMU,45.56,-0.3803,41.288,-0.6,-4.272,-0.2197,60.7,592.8,583.42,-9.39,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.23,0,0,SIM,1
65.8,2026-09-24T13:07:29.706Z,1790255249706,46.538,57.708147,11.984318,4,1790255248906,0.8,-0.063793,-0.283655,9.803977,0,-0.3188,-0.3801,IMU,45.422,-0.3801,41.072,-0.6,-4.35,-0.2199,60.8,593.95,583.42,-10.53,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.13,0,0,SIM,1
65.9,2026-09-24T13:07:29.806Z,1790255249806,46.538,57.708147,11.984318,4,1790255248906,0.9,-0.105871,-0.392439,9.811043,0,-0.4333,-0.3847,IMU,45.284,-0.3847,40.856,-0.6,-4.428,-0.2153,60.9,595.09,583.42,-11.67,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,5.03,0,0,SIM,1
66,2026-09-24T13:07:29.906Z,1790255249906,45.521,57.708121,11.984527,4,1790255249906,0,-0.073249,-0.385017,9.836524,0,-0.4203,-0.3877,IMU,45.521,-0.3877,40.64,-0.6,-4.881,-0.2123,61,596.22,596.2,-0.02,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.93,0,0,SIM,1
66.1,2026-09-24T13:07:30.006Z,1790255250006,45.521,57.708121,11.984527,4,1790255249906,0.1,-0.049774,-0.362554,9.774287,0,-0.3938,-0.3829,IMU,45.383,-0.3829,40.424,-0.6,-4.959,-0.2171,61.1,597.34,596.2,-1.14,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.83,0,0,SIM,1
66.2,2026-09-24T13:07:30.106Z,1790255250106,45.521,57.708121,11.984527,4,1790255249906,0.2,-0.081437,-0.371034,9.859122,0,-0.408,-0.3911,IMU,45.244,-0.3911,40.208,-0.6,-5.036,-0.2089,61.2,598.46,596.2,-2.26,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.73,0,0,SIM,1
66.3,2026-09-24T13:07:30.206Z,1790255250206,45.521,57.708121,11.984527,4,1790255249906,0.3,-0.033005,-0.361927,9.810175,0,-0.3903,-0.389,IMU,45.104,-0.389,39.992,-0.6,-5.112,-0.211,61.3,599.58,596.2,-3.37,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.63,0,0,SIM,1
66.4,2026-09-24T13:07:30.306Z,1790255250306,45.521,57.708121,11.984527,4,1790255249906,0.4,-0.071451,-0.353879,9.817924,0,-0.3893,-0.3827,IMU,44.965,-0.3827,39.776,-0.6,-5.189,-0.2173,61.4,600.69,596.2,-4.48,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.53,0,0,SIM,1
66.5,2026-09-24T13:07:30.406Z,1790255250406,45.521,57.708121,11.984527,4,1790255249906,0.5,-0.041615,-0.356836,9.777597,0,-0.3867,-0.3861,IMU,44.827,-0.3861,39.56,-0.6,-5.267,-0.2139,61.5,601.79,596.2,-5.58,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.43,0,0,SIM,1
66.6,2026-09-24T13:07:30.506Z,1790255250506,45.521,57.708121,11.984527,4,1790255249906,0.6,-0.114398,-0.358344,9.840054,0,-0.4014,-0.3873,IMU,44.688,-0.3873,39.344,-0.6,-5.344,-0.2127,61.6,602.88,596.2,-6.68,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.33,0,0,SIM,1
66.7,2026-09-24T13:07:30.606Z,1790255250606,45.521,57.708121,11.984527,4,1790255249906,0.7,-0.023574,-0.376484,9.866365,0,-0.403,-0.3833,IMU,44.55,-0.3833,39.128,-0.6,-5.422,-0.2167,61.7,603.97,596.2,-7.77,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.23,0,0,SIM,1
66.8,2026-09-24T13:07:30.706Z,1790255250706,45.521,57.708121,11.984527,4,1790255249906,0.8,-0.032096,-0.362755,9.832795,0,-0.391,-0.3896,IMU,44.41,-0.3896,38.912,-0.6,-5.498,-0.2104,61.8,605.06,596.2,-8.85,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.13,0,0,SIM,1
66.9,2026-09-24T13:07:30.806Z,1790255250806,45.521,57.708121,11.984527,4,1790255249906,0.9,-0.093007,-0.376961,9.839389,0,-0.4159,-0.3896,IMU,44.27,-0.3896,38.696,-0.6,-5.574,-0.2104,61.9,606.14,596.2,-9.93,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,4.03,0,0,SIM,1
67,2026-09-24T13:07:30.906Z,1790255250906,44.135,57.708095,11.984729,4,1790255250906,0,-0.077565,-0.348592,9.804018,0,-0.3851,-0.3918,IMU,44.135,-0.3918,38.48,-0.6,-5.655,-0.2082,62,607.21,608.66,1.45,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.93,0,0,SIM,1
67.1,2026-09-24T13:07:31.006Z,1790255251006,44.135,57.708095,11.984729,4,1790255250906,0.1,-0.054946,-0.336857,9.789889,0,-0.3695,-0.394,IMU,43.993,-0.394,38.264,-0.6,-5.729,-0.206,62.1,608.27,608.66,0.38,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.83,0,0,SIM,1
67.2,2026-09-24T13:07:31.106Z,1790255251106,44.135,57.708095,11.984729,4,1790255250906,0.2,-0.036818,-0.327141,9.778219,0,-0.3566,-0.3979,IMU,43.85,-0.3979,38.048,-0.6,-5.802,-0.2021,62.2,609.33,608.66,-0.68,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.73,0,0,SIM,1
67.3,2026-09-24T13:07:31.206Z,1790255251206,44.135,57.708095,11.984729,4,1790255250906,0.3,-0.040348,-0.334323,9.761747,0,-0.3643,-0.3955,IMU,43.707,-0.3955,37.832,-0.6,-5.875,-0.2045,62.3,610.39,608.66,-1.73,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.63,0,0,SIM,1
67.4,2026-09-24T13:07:31.306Z,1790255251306,44.135,57.708095,11.984729,4,1790255250906,0.4,-0.078056,-0.367717,9.823782,0,-0.4041,-0.3949,IMU,43.565,-0.3949,37.616,-0.6,-5.949,-0.2051,62.4,611.43,608.66,-2.78,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.53,0,0,SIM,1
67.5,2026-09-24T13:07:31.406Z,1790255251406,44.135,57.708095,11.984729,4,1790255250906,0.5,-0.102819,-0.362244,9.813297,0,-0.4031,-0.395,IMU,43.423,-0.395,37.4,-0.6,-6.023,-0.205,62.5,612.48,608.66,-3.82,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.43,0,0,SIM,1
67.6,2026-09-24T13:07:31.506Z,1790255251506,44.135,57.708095,11.984729,4,1790255250906,0.6,-0.037236,-0.370716,9.792196,0,-0.3996,-0.3889,IMU,43.283,-0.3889,37.184,-0.6,-6.099,-0.2111,62.6,613.51,608.66,-4.86,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.33,0,0,SIM,1
67.7,2026-09-24T13:07:31.606Z,1790255251606,44.135,57.708095,11.984729,4,1790255250906,0.7,-0.063696,-0.35848,9.810733,0,-0.3924,-0.3942,IMU,43.141,-0.3942,36.968,-0.6,-6.173,-0.2058,62.7,614.54,608.66,-5.89,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.23,0,0,SIM,1
67.8,2026-09-24T13:07:31.706Z,1790255251706,44.135,57.708095,11.984729,4,1790255250906,0.8,-0.056965,-0.33494,9.862466,0,-0.3682,-0.3897,IMU,43,-0.3897,36.752,-0.6,-6.248,-0.2103,62.8,615.57,608.66,-6.91,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.13,0,0,SIM,1
67.9,2026-09-24T13:07:31.806Z,1790255251806,44.135,57.708095,11.984729,4,1790255250906,0.9,-0.092438,-0.325906,9.781459,0,-0.3654,-0.3881,IMU,42.861,-0.3881,36.536,-0.6,-6.325,-0.2119,62.9,616.58,608.66,-7.93,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,3.03,0,0,SIM,1
68,2026-09-24T13:07:31.906Z,1790255251906,42.901,57.70807,11.984925,4,1790255251906,0,-0.048781,-0.356915,9.779587,0,-0.3881,-0.388,IMU,42.901,-0.388,36.32,-0.6,-6.581,-0.212,63,617.6,620.74,3.15,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.93,0,0,SIM,1
68.1,2026-09-24T13:07:32.006Z,1790255252006,42.901,57.70807,11.984925,4,1790255251906,0.1,-0.068252,-0.402191,9.796478,0,-0.4362,-0.3917,IMU,42.76,-0.3917,36.104,-0.6,-6.656,-0.2083,63.1,618.6,620.74,2.14,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.83,0,0,SIM,1
68.2,2026-09-24T13:07:32.106Z,1790255252106,42.901,57.70807,11.984925,4,1790255251906,0.2,-0.078612,-0.298243,9.824539,0,-0.3358,-0.3857,IMU,42.621,-0.3857,35.888,-0.6,-6.733,-0.2143,63.2,619.6,620.74,1.14,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.73,0,0,SIM,1
68.3,2026-09-24T13:07:32.206Z,1790255252206,42.901,57.70807,11.984925,4,1790255251906,0.3,-0.090965,-0.385725,9.788264,0,-0.424,-0.3818,IMU,42.483,-0.3818,35.672,-0.6,-6.811,-0.2182,63.3,620.6,620.74,0.15,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.63,0,0,SIM,1
68.4,2026-09-24T13:07:32.306Z,1790255252306,42.901,57.70807,11.984925,4,1790255251906,0.4,-0.030278,-0.318735,9.839112,0,-0.3474,-0.3752,IMU,42.347,-0.3752,35.456,-0.6,-6.891,-0.2248,63.4,621.58,620.74,-0.84,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.53,0,0,SIM,1
68.5,2026-09-24T13:07:32.406Z,1790255252406,42.901,57.70807,11.984925,4,1790255251906,0.5,-0.054431,-0.355045,9.854094,0,-0.3875,-0.3756,IMU,42.211,-0.3756,35.24,-0.6,-6.971,-0.2244,63.5,622.57,620.74,-1.82,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.43,0,0,SIM,1
68.6,2026-09-24T13:07:32.506Z,1790255252506,42.901,57.70807,11.984925,4,1790255251906,0.6,-0.057142,-0.338423,9.805801,0,-0.3715,-0.3824,IMU,42.074,-0.3824,35.024,-0.6,-7.05,-0.2176,63.6,623.54,620.74,-2.8,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.33,0,0,SIM,1
68.7,2026-09-24T13:07:32.606Z,1790255252606,42.901,57.70807,11.984925,4,1790255251906,0.7,-0.031626,-0.325071,9.751443,0,-0.3536,-0.3818,IMU,41.937,-0.3818,34.808,-0.6,-7.129,-0.2182,63.7,624.51,620.74,-3.77,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.23,0,0,SIM,1
68.8,2026-09-24T13:07:32.706Z,1790255252706,42.901,57.70807,11.984925,4,1790255251906,0.8,-0.089058,-0.452934,9.817316,0,-0.4899,-0.3855,IMU,41.8,-0.3855,34.592,-0.6,-7.208,-0.2145,63.8,625.48,620.74,-4.73,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.13,0,0,SIM,1
68.9,2026-09-24T13:07:32.806Z,1790255252806,42.901,57.70807,11.984925,4,1790255251906,0.9,-0.076765,-0.364685,9.803366,0,-0.4008,-0.3837,IMU,41.661,-0.3837,34.376,-0.6,-7.285,-0.2163,63.9,626.43,620.74,-5.69,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,2.03,0,0,SIM,1
69,2026-09-24T13:07:32.906Z,1790255252906,41.721,57.708045,11.985116,4,1790255252906,0,-0.052468,-0.302044,9.789975,0,-0.3348,-0.3767,IMU,41.721,-0.3767,34.16,-0.6,-7.561,-0.2233,64,627.39,632.5,5.11,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.93,0,0,SIM,1
69.1,2026-09-24T13:07:33.006Z,1790255253006,41.721,57.708045,11.985116,4,1790255252906,0.1,-0.040611,-0.351339,9.809369,0,-0.3812,-0.379,IMU,41.584,-0.379,33.944,-0.6,-7.64,-0.221,64.1,628.33,632.5,4.17,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.83,0,0,SIM,1
69.2,2026-09-24T13:07:33.106Z,1790255253106,41.721,57.708045,11.985116,4,1790255252906,0.2,-0.059298,-0.357825,9.807183,0,-0.3909,-0.3859,IMU,41.447,-0.3859,33.728,-0.6,-7.719,-0.2141,64.2,629.27,632.5,3.23,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.73,0,0,SIM,1
69.3,2026-09-24T13:07:33.206Z,1790255253206,41.721,57.708045,11.985116,4,1790255252906,0.3,-0.052961,-0.386145,9.838335,0,-0.4178,-0.3867,IMU,41.308,-0.3867,33.512,-0.6,-7.796,-0.2133,64.3,630.2,632.5,2.29,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.63,0,0,SIM,1
69.4,2026-09-24T13:07:33.306Z,1790255253306,41.721,57.708045,11.985116,4,1790255252906,0.4,-0.104462,-0.368369,9.788054,0,-0.4093,-0.389,IMU,41.169,-0.389,33.296,-0.6,-7.873,-0.211,64.4,631.13,632.5,1.36,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.53,0,0,SIM,1
69.5,2026-09-24T13:07:33.406Z,1790255253406,41.721,57.708045,11.985116,4,1790255252906,0.5,-0.039496,-0.391537,9.845815,0,-0.4207,-0.3877,IMU,41.029,-0.3877,33.08,-0.6,-7.949,-0.2123,64.5,632.05,632.5,0.44,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.43,0,0,SIM,1
69.6,2026-09-24T13:07:33.506Z,1790255253506,41.721,57.708045,11.985116,4,1790255252906,0.6,-0.106575,-0.367438,9.80745,0,-0.4088,-0.3895,IMU,40.889,-0.3895,32.864,-0.6,-8.025,-0.2105,64.6,632.97,632.5,-0.47,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.33,0,0,SIM,1
69.7,2026-09-24T13:07:33.606Z,1790255253606,41.721,57.708045,11.985116,4,1790255252906,0.7,-0.078967,-0.363955,9.814284,0,-0.4005,-0.3937,IMU,40.748,-0.3937,32.648,-0.6,-8.1,-0.2063,64.7,633.88,632.5,-1.38,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.23,0,0,SIM,1
69.8,2026-09-24T13:07:33.706Z,1790255253706,41.721,57.708045,11.985116,4,1790255252906,0.8,-0.069628,-0.314769,9.82302,0,-0.3505,-0.3902,IMU,40.607,-0.3902,32.432,-0.6,-8.175,-0.2098,64.8,634.78,632.5,-2.29,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.13,0,0,SIM,1
69.9,2026-09-24T13:07:33.806Z,1790255253806,41.721,57.708045,11.985116,4,1790255252906,0.9,-0.062741,-0.370989,9.817552,0,-0.4045,-0.3907,IMU,40.467,-0.3907,32.216,-0.6,-8.251,-0.2093,64.9,635.68,632.5,-3.19,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,1.03,0,0,SIM,1
70,2026-09-24T13:07:33.906Z,1790255253906,40.339,57.708021,11.9853,4,1790255253906,0,-0.064292,-0.343142,9.863734,0,-0.3775,-0.3875,IMU,40.339,-0.3875,32,-0.6,-8.339,-0.2125,65,636.57,643.89,7.32,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,0.93,0,0,SIM,1
70.1,2026-09-24T13:07:34.006Z,1790255254006,40.339,57.708021,11.9853,4,1790255253906,0.1,-0.138433,-0.386527,9.794423,0,-0.4333,-0.391,IMU,40.199,-0.391,31.784,-0.6,-8.415,-0.209,65.1,637.46,643.89,6.43,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,0.83,0,0,SIM,1
70.2,2026-09-24T13:07:34.106Z,1790255254106,40.339,57.708021,11.9853,4,1790255253906,0.2,-0.083603,-0.328713,9.767157,0,-0.3665,-0.3872,IMU,40.059,-0.3872,31.568,-0.6,-8.491,-0.2128,65.2,638.34,643.89,5.55,47DE-BDC2,1,3,DECEL,BRAKE_MORE,CONST,0.73,0,0,SIM,1
